County, State, Y, X
Logan County,KY, 93,302
Lyon County,KY, 95,293
McCracken County,KY, 95,288
McCreary County,KY, 92,322
McLean County,KY, 99,299
Madison County,KY,100,323
Magoffin County,KY,100,333
Marion County,KY, 99,315
Marshall County,KY, 94,291
Martin County,KY,101,337
Mason County,KY,107,327
Meade County,KY,102,308
Menifee County,KY,102,329
Mercer County,KY,101,319
Metcalfe County,KY, 94,312
Monroe County,KY, 92,312
Montgomery County,KY,103,326
Morgan County,KY,102,331
Muhlenberg County,KY, 96,300
Nelson County,KY,101,314
Nicholas County,KY,105,325
Ohio County,KY, 98,303
Oldham County,KY,106,314
Owen County,KY,107,319
Owsley County,KY, 98,328
Pendleton County,KY,108,323
Perry County,KY, 96,332
Pike County,KY, 98,338
Powell County,KY,101,327
Pulaski County,KY, 95,321
Robertson County,KY,107,325
Rockcastle County,KY, 97,323
Rowan County,KY,104,330
Russell County,KY, 94,317
Scott County,KY,105,321
Shelby County,KY,104,316
Simpson County,KY, 92,305
Spencer County,KY,103,315
Taylor County,KY, 97,315
Todd County,KY, 93,300
Trigg County,KY, 93,295
Trimble County,KY,107,315
Union County,KY,100,294
Warren County,KY, 94,306
Washington County,KY,101,316
Wayne County,KY, 93,319
Webster County,KY, 99,296
Whitley County,KY, 93,324
Wolfe County,KY,100,330
Woodford County,KY,103,320
Acadia Parish,LA, 41,258
Allen Parish,LA, 44,255
Ascension Parish,LA, 40,270
Assumption Parish,LA, 38,269
Avoyelles Parish,LA, 47,261
Beauregard Parish,LA, 44,251
Bienville Parish,LA, 57,253
Bossier Parish,LA, 60,249
Caddo Parish,LA, 59,246
Calcasieu Parish,LA, 40,251
Caldwell Parish,LA, 55,261
Cameron Parish,LA, 37,252
Catahoula Parish,LA, 52,263
Claiborne Parish,LA, 61,254
Concordia Parish,LA, 50,264
De Soto Parish,LA, 55,248
East Baton Rouge Parish,LA, 43,269
East Carroll Parish,LA, 60,268
East Feliciana Parish,LA, 45,269
Evangeline Parish,LA, 44,258
Franklin Parish,LA, 56,264
Grant Parish,LA, 51,257
Iberia Parish,LA, 38,264
Iberville Parish,LA, 41,267
Jackson Parish,LA, 57,257
Jefferson Parish,LA, 38,276
Jefferson Davis Parish,LA, 41,255
Lafayette Parish,LA, 40,261
Lafourche Parish,LA, 35,274
La Salle Parish,LA, 52,260
Lincoln Parish,LA, 59,256
Livingston Parish,LA, 42,272
Madison Parish,LA, 57,268
Morehouse Parish,LA, 61,263
Natchitoches Parish,LA, 52,253
Orleans Parish,LA, 39,278
Ouachita Parish,LA, 58,260
Plaquemines Parish,LA, 34,280
Pointe Coupee Parish,LA, 44,265
Rapides Parish,LA, 48,257
Red River Parish,LA, 55,251
Richland Parish,LA, 58,263
Sabine Parish,LA, 51,249
Saint Bernard Parish,LA, 41,282
Saint Charles Parish,LA, 38,275
Saint Helena Parish,LA, 45,272
Saint James Parish,LA, 39,271
Saint John the Baptist Parish,LA, 39,273
Saint Landry Parish,LA, 43,261
Saint Martin Parish,LA, 40,264
Saint Mary Parish,LA, 36,266
Saint Tammany Parish,LA, 42,278
Tangipahoa Parish,LA, 44,274
Tensas Parish,LA, 55,267
Terrebonne Parish,LA, 34,271
Union Parish,LA, 61,259
Vermilion Parish,LA, 37,259
Vernon Parish,LA, 47,252
Washington Parish,LA, 45,277
Webster Parish,LA, 60,251
West Baton Rouge Parish,LA, 42,267
West Carroll Parish,LA, 61,266
West Feliciana Parish,LA, 47,264
Winn Parish,LA, 54,256
Androscoggin County,ME,152,436
Aroostook County,ME,172,449
Cumberland County,ME,149,434
Franklin County,ME,158,434
Hancock County,ME,156,451
Kennebec County,ME,154,439
Knox County,ME,152,444
Lincoln County,ME,151,441
Oxford County,ME,154,431
Penobscot County,ME,162,448
Piscataquis County,ME,165,443
Sagadahoc County,ME,151,438
Somerset County,ME,163,438
Waldo County,ME,155,444
Washington County,ME,159,456
York County,ME,146,432
Allegany County,MD,115,368
Anne Arundel County,MD,111,385
Baltimore County,MD,114,384
Calvert County,MD,107,385
Caroline County,MD,109,391
Carroll County,MD,115,381
Cecil County,MD,115,390
Charles County,MD,107,382
Dorchester County,MD,106,389
Frederick County,MD,114,378
Garrett County,MD,115,363
Harford County,MD,115,387
Howard County,MD,113,382
Kent County,MD,113,389
Montgomery County,MD,112,380
Prince George's County,MD,109,383
Queen Anne's County,MD,111,390
Saint Mary's County,MD,105,385
Somerset County,MD,104,392
Talbot County,MD,109,389
Washington County,MD,115,375
Wicomico County,MD,105,393
Worcester County,MD,104,395
Baltimore City,MD,113,385
Barnstable County,MA,132,435
Berkshire County,MA,137,412
Bristol County,MA,133,429
Dukes County,MA,130,432
Essex County,MA,140,430
Franklin County,MA,139,417
Hampden County,MA,136,416
Hampshire County,MA,137,416
Middlesex County,MA,138,426
Nantucket County,MA,132,437
Norfolk County,MA,137,428
Plymouth County,MA,134,431
Suffolk County,MA,138,429
Worcester County,MA,137,422
Alcona County,MI,156,329
Alger County,MI,170,305
Allegan County,MI,139,310
Alpena County,MI,159,328
Antrim County,MI,158,316
Arenac County,MI,151,326
Baraga County,MI,172,291
Barry County,MI,139,315
Bay County,MI,148,326
Benzie County,MI,156,309
Berrien County,MI,134,306
Branch County,MI,134,317
Calhoun County,MI,136,317
Cass County,MI,134,310
Charlevoix County,MI,160,317
Cheboygan County,MI,162,322
Chippewa County,MI,169,320
Clare County,MI,150,319
Clinton County,MI,142,321
Crawford County,MI,156,321
Delta County,MI,166,302
Dickinson County,MI,167,295
Eaton County,MI,139,319
Emmet County,MI,163,318
Genesee County,MI,143,328
Gladwin County,MI,150,322
Gogebic County,MI,170,280
Grand Traverse County,MI,156,313
Gratiot County,MI,145,321
Hillsdale County,MI,134,321
Houghton County,MI,176,290
Huron County,MI,149,333
Ingham County,MI,139,323
Ionia County,MI,142,317
Iosco County,MI,153,328
Iron County,MI,168,289
Isabella County,MI,148,319
Jackson County,MI,136,322
Kalamazoo County,MI,136,313
Kalkaska County,MI,156,317
Kent County,MI,143,313
Keweenaw County,MI,177,291
Lake County,MI,150,311
Lapeer County,MI,143,332
Leelanau County,MI,158,312
Lenawee County,MI,134,325
Livingston County,MI,139,326
Luce County,MI,170,313
Mackinac County,MI,167,316
Macomb County,MI,140,334
Manistee County,MI,153,309
Marquette County,MI,170,298
Mason County,MI,150,308
Mecosta County,MI,148,315
Menominee County,MI,163,297
Midland County,MI,148,322
Missaukee County,MI,153,317
Monroe County,MI,134,329
Montcalm County,MI,145,316
Montmorency County,MI,159,324
Muskegon County,MI,145,308
Newaygo County,MI,147,311
Oakland County,MI,140,330
Oceana County,MI,148,307
Ogemaw County,MI,153,324
Ontonagon County,MI,172,283
Osceola County,MI,150,315
Oscoda County,MI,156,324
Otsego County,MI,159,321
Ottawa County,MI,142,310
Presque Isle County,MI,161,326
Roscommon County,MI,153,321
Saginaw County,MI,145,325
Saint Clair County,MI,142,336
Saint Joseph County,MI,134,313
Sanilac County,MI,146,335
Schoolcraft County,MI,168,308
Shiawassee County,MI,142,324
Tuscola County,MI,146,330
Van Buren County,MI,137,309
Washtenaw County,MI,137,327
Wayne County,MI,137,331
Wexford County,MI,153,313
Aitkin County,MN,171,250
Anoka County,MN,161,252
Becker County,MN,174,232
Beltrami County,MN,181,238
Benton County,MN,164,246
Big Stone County,MN,162,226
Blue Earth County,MN,151,245
Brown County,MN,152,240
Carlton County,MN,171,256
Carver County,MN,157,247
Cass County,MN,174,243
Chippewa County,MN,159,233
Chisago County,MN,163,254
Clay County,MN,174,226
Clearwater County,MN,179,234
Cook County,MN,182,274
Cottonwood County,MN,151,236
Crow Wing County,MN,170,245
Dakota County,MN,156,253
Dodge County,MN,151,255
Douglas County,MN,166,234
Faribault County,MN,148,246
Fillmore County,MN,148,261
Freeborn County,MN,148,251
Goodhue County,MN,154,256
Grant County,MN,166,229
Hennepin County,MN,159,250
Houston County,MN,148,266
Hubbard County,MN,175,238
Isanti County,MN,163,251
Itasca County,MN,179,248
Jackson County,MN,148,236
Kanabec County,MN,166,251
Kandiyohi County,MN,160,237
Kittson County,MN,189,223
Koochiching County,MN,184,247
Lac qui Parle County,MN,158,228
Lake County,MN,180,266
Lake of the Woods County,MN,189,238
Le Sueur County,MN,153,248
Lincoln County,MN,154,227
Lyon County,MN,154,231
McLeod County,MN,157,243
Mahnomen County,MN,177,231
Marshall County,MN,185,227
Martin County,MN,148,241
Meeker County,MN,159,241
Mille Lacs County,MN,166,248
Morrison County,MN,167,243
Mower County,MN,148,255
Murray County,MN,151,231
Nicollet County,MN,153,244
Nobles County,MN,148,231
Norman County,MN,177,226
Olmsted County,MN,151,258
Otter Tail County,MN,170,232
Pennington County,MN,183,229
Pine County,MN,167,256
Pipestone County,MN,151,227
Polk County,MN,181,226
Pope County,MN,163,234
Ramsey County,MN,159,253
Red Lake County,MN,181,229
Redwood County,MN,154,235
Renville County,MN,156,238
Rice County,MN,153,251
Rock County,MN,148,227
Roseau County,MN,189,231
Saint Louis County,MN,179,258
Scott County,MN,156,249
Sherburne County,MN,162,247
Sibley County,MN,155,244
Stearns County,MN,163,241
Steele County,MN,151,252
Stevens County,MN,163,229
Swift County,MN,161,232
Todd County,MN,167,238
Traverse County,MN,165,226
Wabasha County,MN,153,260
Wadena County,MN,171,238
Waseca County,MN,151,249
Washington County,MN,159,254
Watonwan County,MN,150,241
Wilkin County,MN,169,226
Winona County,MN,150,263
Wright County,MN,160,246
Yellow Medicine County,MN,156,231
Adams County,MS, 50,267
Alcorn County,MS, 78,289
Amite County,MS, 48,271
Attala County,MS, 63,281
Benton County,MS, 77,284
Bolivar County,MS, 69,270
Calhoun County,MS, 70,283
Carroll County,MS, 66,278
Chickasaw County,MS, 70,286
Choctaw County,MS, 65,284
Claiborne County,MS, 54,270
Clarke County,MS, 55,288
Clay County,MS, 68,287
Coahoma County,MS, 72,273
Copiah County,MS, 53,274
Covington County,MS, 52,281
DeSoto County,MS, 78,278
Forrest County,MS, 48,283
Franklin County,MS, 50,270
George County,MS, 45,288
Greene County,MS, 48,288
Grenada County,MS, 69,279
Hancock County,MS, 42,282
Harrison County,MS, 43,285
Hinds County,MS, 57,274
Holmes County,MS, 63,277
Humphreys County,MS, 64,273
Issaquena County,MS, 60,270
Itawamba County,MS, 73,291
Jackson County,MS, 43,288
Jasper County,MS, 55,285
Jefferson County,MS, 52,269
Jefferson Davis County,MS, 51,279
Jones County,MS, 51,284
Kemper County,MS, 61,288
Lafayette County,MS, 73,282
Lamar County,MS, 48,281
Lauderdale County,MS, 58,288
Lawrence County,MS, 51,277
Leake County,MS, 61,281
Lee County,MS, 73,288
Leflore County,MS, 67,275
Lincoln County,MS, 51,274
Lowndes County,MS, 66,290
Madison County,MS, 60,277
Marion County,MS, 48,279
Marshall County,MS, 77,281
Monroe County,MS, 70,290
Montgomery County,MS, 66,281
Neshoba County,MS, 61,285
Newton County,MS, 58,285
Noxubee County,MS, 63,289
Oktibbeha County,MS, 66,286
Panola County,MS, 73,278
Pearl River County,MS, 45,281
Perry County,MS, 48,286
Pike County,MS, 48,274
Pontotoc County,MS, 72,285
Prentiss County,MS, 75,289
Quitman County,MS, 73,275
Rankin County,MS, 57,278
Scott County,MS, 58,281
Sharkey County,MS, 62,271
Simpson County,MS, 54,278
Smith County,MS, 55,281
Stone County,MS, 45,285
Sunflower County,MS, 67,273
Tallahatchie County,MS, 70,276
Tate County,MS, 76,278
Tippah County,MS, 77,286
Tishomingo County,MS, 76,292
Tunica County,MS, 76,274
Union County,MS, 74,285
Walthall County,MS, 48,277
Warren County,MS, 57,271
Washington County,MS, 65,270
Wayne County,MS, 52,288
Webster County,MS, 67,283
Wilkinson County,MS, 48,267
Winston County,MS, 63,285
Yalobusha County,MS, 71,280
Yazoo County,MS, 61,274
Adair County,MO,120,257
Andrew County,MO,118,239
Atchison County,MO,122,234
Audrain County,MO,112,263
Barry County,MO, 92,247
Barton County,MO, 99,243
Bates County,MO,105,243
Benton County,MO,105,251
Bollinger County,MO, 97,277
Boone County,MO,110,259
Buchanan County,MO,116,239
Butler County,MO, 92,274
